Date,BIRate_inPercentage,USPrimeRate_inPercentage,ExchangeRate_USDtoIDR,ForeignExchangeReserves_inMillionUSD,ForeignExchangeReserves_MonetaryGold_inMillionUSD,ForeignExchangeReserves_SDRs_inMillionUSD,ForeignExchangeReserves_RPF_inMillionUSD,ForeignExchangeReserves_Others_inMillionUSD,SuratUtangNegaraSUN_inMillionIDR,SuratBerhargaSyariahNegaraSBSN_inMillionIDR,OutstandingShares_inMillion,SharesTransactionValue_inMillionIDR,OperasiMoneter_Konvensional_OPT_inMillionIDR,OperasiMoneter_Konvensional_StandingFacility_inMillionIDR,OperasiMoneter_Syariah_OPT_inMillionIDR,OperasiMoneter_Syariah_StandingFacility_inMillionIDR,PosisiPerusahaanPembiayaaan_Pembiayaan_inBillionIDR,PosisiPerusahaanPembiayaaan_Kewajiban_inBillionIDR,PosisiPerusahaanPembiayaaan_Obligasi_inBillionIDR,BroadMoney_M1_inBillionIDR,BroadMoney_Kuasi_inBillionIDR,BroadMoney_SecuritiesNonShares_inBillionIDR,BroadMoney_Deposits_inBillionIDR,BroadMoney_Securities_inBillionIDR,BroadMoney_Liabilities_inBillionIDR,BroadMoney_Shares_inBillionIDR,OSL_Persero_IndustryGeneral_inBillionIDR,OSL_Persero_NonIndustryGeneral_inBillionIDR,OSL_Pemda_IndustryGeneral_inBillionIDR,OSL_Pemda_NonIndustryGeneral_inBillionIDR,OSL_Private_IndustryGeneral_inBillionIDR,OSL_Private_NonIndustryGeneral_inBillionIDR,OSL_Foreign_IndustryGeneral_inBillionIDR,OSL_Foreign_NonIndustryGeneral_inBillionIDR,OSL_Rural_IndustryGeneral_inBillionIDR,OSL_Rural_NonIndustryGeneral_inBillionIDR,Export_GasAndOil_inThousandUSD,Export_NonGasAndOil_inThousandUSD,Import_GasAndOil_inThousandUSD,Import_NonGasAndOil_inThousandUSD,OSL_Persero_IndustryInvestation_inBillionIDR,OSL_Pemda_IndustryInvestation_inBillionIDR,OSL_Private_IndustryInvestation_inBillionIDR,OSL_Foreign_IndustryInvestation_inBillionIDR,OSL_Rural_IndustryInvestation_inBillionIDR,OSL_Persero_IndustryWorkingCapital_inBillionIDR,OSL_Pemda_IndustryWorkingCapital_inBillionIDR,OSL_Private_IndustryWorkingCapital_inBillionIDR,OSL_Foreign_IndustryWorkingCapital_inBillionIDR,OSL_Rural_IndustryWorkingCapital_inBillionIDR,OSL_Persero_AGGREGATEConsumption_inBillionIDR,OSL_Pemda_AGGREGATEConsumption_inBillionIDR,OSL_Private_AGGREGATEConsumption_inBillionIDR,OSL_Foreign_AGGREGATEConsumption_inBillionIDR,OSL_Rural_AGGREGATEConsumption_inBillionIDR,Inflation,OutstandingPrivateDeposit_Rupiah_inBillionIDR,OutstandingPrivateDeposit_Valas_inBillionIDR,OSL_Rupiah_inBillionIDR,OSL_Valas_inBillionIDR,OutstandingDemandDeposit_Rupiah_inBillionIDR,OutstandingDemandDeposit_Valas_inBillionIDR,OutstandingSavingDeposit_Rupiah_inBillionIDR,OutstandingSavingDeposit_Valas_inBillionIDR,OutstandingTimeDeposit_Rupiah_inBillionIDR,OutstandingTimeDeposit_Valas_inBillionIDR,SavingDepositInterestRate_Persero_inPercentage,SavingDepositInterestRate_Pemda_inPercentage,SavingDepositInterestRate_Private_inPercentage,SavingDepositInterestRate_Foreign_inPercentage,SavingDepositInterestRate_General_inPercentage
03/01/2019,6,5.5,14244,124539,3270.42,1579.58,1094.19,118595.12,2117473.29,466047.3,300768,175149,194885.8,69313.8,24915,18622.6,440861.66,276596.37,73179.09,1428606.53,4299148.01,19492.28,-322124.05,-6957.4,-77305.45,-1659810.13,1491279.5679,659204.8867,124514.8878,295758.605,1732058.6135,499916.6583,375923.1687,31749.9901,57966.0307,52586.0942,898698.1,13547284.34,2001774.14,12329849.03,590661.2368,45875.2879,590945.6111,104219.0717,9095.3282,900618.3311,78639.6057,1141113.0024,271704.097,48870.7025,659204.8867,295758.5991,499916.6584,31749.99,52586.0942,2.48,4678864.3467,778137.7493,4594285.0602,726673.4431,904215.9797,285712.7265,1646941.6051,125389.3084,2127706.862,367035.7144,1.16,1.63,1.28,1.06,1.24
04/01/2019,6,5.5,14215,124294,3230.9,1573.09,1089.7,118400.13,2085521.51,475278.89,290020,230389,158436.5,132437.6,24265,14069.8,440932.36,277332.42,70247.25,1454278.57,4272091.63,20361.57,-320244.74,-6868.42,-78053.48,-1653646.46,1496239.7193,657887.8345,124244.4455,298026.5456,1742322.2279,503682.2848,374366.8382,31883.2969,59139.9067,53192.0491,873741.13,12521551.65,2217614.34,13224224.45,596973.0393,46047.2545,592700.6014,107060.5089,9222.3526,899266.6799,78197.2099,1149621.6265,267306.3291,49917.5535,657887.8344,298026.5267,503682.2849,31883.2968,53192.0491,2.83,4691942.6138,754018.4865,4629811.5186,711173.6289,923785.9958,272099.7613,1643793.3984,125071.1349,2124363.3277,356847.5903,1.16,1.62,1.26,1.11,1.23
05/01/2019,6,5.5,14385,120347,3234.56,1536.52,1085.51,114490.56,2115175,450667.68,284584,187098,75464.8,125496.3,20128,18024.8,448911.78,289940.6,65989,1508039.89,4334710.47,17758.38,-325537.65,-6589.2,-77696.25,-1617152.84,1560673.0951,662690.3951,126442.6486,301082.8442,1768416.3347,507603.9463,380768.8328,31774.994,60461.6609,53888.3886,848259.42,13866400.87,2027333.15,12490562.09,617074.3598,47242.9241,604405.4331,107756.137,9354.2305,943598.735,79199.7646,1164012.5562,273012.6959,51107.4306,662690.3951,301082.8041,507602.2919,31774.994,53888.3886,3.32,4755858.4731,727089.6977,4732780.6116,721022.5288,894229.4597,273334.0342,1716637.83,119510.055,2144991.3059,334245.6085,1.13,1.57,1.25,1.1,1.21
06/01/2019,6,5.5,14141,123823,3541.49,1551.07,1095.79,117634.9,2131895,460467.68,225371,156966,173593.4,105368.5,21938,27828.6,445645.95,285276.02,66452,1513519.72,4379036.9,15952.64,-331966.15,-6666.46,-81643.36,-1642570.26,1593636.8241,659762.2477,128372.7624,301405.3958,1772164.3884,508546.1212,385687.6854,31937.3525,60446.8301,53683.0256,919113.15,11179599.11,1869588.35,9827959.33,617700.7373,47600.7823,602429.8283,112248.116,9390.0873,975936.0867,80772.0188,1169734.5604,273439.5697,51056.7426,659762.2476,301405.3573,508546.1213,31937.3524,53683.0256,3.28,4830155.5027,762268.8495,4772759.8582,722882.7752,955761.2695,309286.3994,1717695.9276,129586.6233,2156698.4049,323395.8268,1.16,1.61,1.25,1.07,1.23
07/01/2019,5.75,5.5,14026,125900,3600.58,1534.77,1084.28,119680.42,2168521.09,474467.68,400624,194938,187329.72,76061,28086,17478.2,445481.93,279592.43,67780.32,1487801.78,4435433.15,17898.17,-333049.82,-6549.46,-81190.25,-1652591.92,1587118.2898,663262.893,130084.4693,303205.9088,1762751.1377,509485.4253,380220.986,31840.8254,60918.2326,54021.0312,942832.03,14013126.7,1638513.84,13816051.78,625708.3301,47708.9001,603341.2936,111739.46,9495.2831,961409.9596,82375.595,1159409.8441,268481.526,51422.9496,663262.893,303205.8831,509485.4253,31840.8254,54021.0312,3.32,4845313.556,782112.8759,4766938.086,715971.1135,937680.6115,331299.7017,1724757.8735,124788.8461,2182875.1871,326024.3281,1.15,1.57,1.26,1.19,1.23
08/01/2019,5.5,5.25,14237,126441,3889.2,1527.88,1079.78,119944.62,2203638.77,486560.36,338713,184896,192076.9,60790.4,25858,17164.6,449804.91,281868.15,68515.8,1475544.35,4435064.35,23952.81,-336388.59,-6392.53,-77652.07,-1699964.37,1588868.2058,663410.7896,134173.3759,306564.9266,1761659.022,510750.7479,377005.7938,32241.2711,61346.2882,54474.5625,799619.3,13524422.29,1943542.09,12610618.07,634378.2703,48323.2031,605786.8909,111045.4462,9678.8607,954489.9357,85850.3983,1155872.1308,265960.3477,51667.4274,663410.7896,306564.7015,510750.7479,32241.271,54474.5625,3.49,4836445.3911,780259.5284,4779024.2516,711470.7318,920141.6536,314607.6366,1719327.1098,128312.7772,2196976.7457,337339.1146,1.16,1.56,1.21,0.96,1.21
09/01/2019,5.25,5,14174,124332,3762.19,1521.68,1075.4,117973.06,2231599.72,499210.36,307071,172000,167290.7,92661,25674,16413.9,451117.45,283112.18,67786.15,1508817.97,4470662.25,24796.94,-336869.66,-5862.33,-74325.43,-1708971.07,1607055.5939,668554.2779,138918.3599,313188.0044,1787110.1318,511703.973,373480.8169,32277.0624,61635.7787,54960.2764,977904.77,13412234.19,1697111.34,12755449.18,637205.8172,50232.8007,610601.164,107860.8783,9940.5747,969849.7765,88685.7843,1176508.9678,265619.9385,51695.204,668554.2779,313187.7793,511703.973,32277.0623,54960.2764,3.39,4889120.8349,806050.2397,4842225.4218,706658.8532,971351.063,333376.025,1727525.7773,131703.1664,2190244.1279,340971.0483,1.17,1.57,1.14,1.01,1.18
10/01/2019,5,4.75,14008,126694,3783.55,1535.52,1085.18,120289.51,2262609.39,518500.36,383301,202327,211799.8,57730.6,25692,22591.1,450593.89,281627.27,67891.19,1504156.28,4497071.03,25681.19,-322529.71,-6097.61,-73896.47,-1716213.01,1592240.347,672379.4346,138982.9475,316779.963,1778040.5544,512669.2647,371372.6982,32290.6914,62103.0195,55292.6457,766958.14,14151570.3,1980344.69,13090744.66,642360.6747,49714.3398,611182.973,107614.7222,10148.8481,949879.6398,89269.0407,1166857.5819,263757.9762,51954.1717,672379.4674,316779.5301,512669.2647,32290.6914,55292.6457,3.13,4904106.7149,801161.69,4840157.6534,691993.9125,963429.4491,326166.287,1736906.0627,127168.8203,2203771.3085,347826.5827,1.12,1.57,1.11,1.03,1.15
11/01/2019,5,4.75,14102,126633,3679.39,1530.88,1082.22,120340.83,2305759.39,532271.57,228062,155332,216812.9,90862.8,31887,18677.3,453245.84,277099.85,69223.27,1553134.22,4495761.03,25481.77,-334166.66,-7034.33,-78251.24,-1736567.82,1607985.6668,676640.2662,140296.8867,318893.9158,1777187.4619,513722.9427,364655.3968,32632.6018,62583.0899,55636.5037,873273.94,13022468.13,2125401.38,13239326.64,648496.1484,50431.272,615237.0952,107048.9255,10173.1614,959489.5185,89865.6822,1161950.367,257606.4715,52409.9286,676640.2662,318893.8481,513722.9426,32632.6019,55636.5037,3,4971230.5707,782586.1033,4859330.7303,690904.0024,1010710.6318,326056.0318,1763748.1444,126355.8916,2196771.9009,330174.1799,1.11,1.61,1.09,1.01,1.14
12/01/2019,5,4.75,13901,129183,3843.88,1541.95,1090.05,122707.4,2291256.37,529321.57,238175,155144,116246.9,124236.5,29725,27282.4,452216.44,278240.81,68602.66,1565439.34,4545356.5,25980.7,-354918.33,-7052.27,-80993.29,-1736062.78,1644969.3551,688521.988,141745.2615,321674.4932,1807400.6558,515160.5403,362588.7267,33121.2335,63431.0001,55261.6396,1122571.28,13426982.95,2431896.51,12407353.18,668007.0864,52158.9379,627458.8835,103577.7274,9908.8665,976962.2688,89586.3236,1180205.9886,259010.9996,53550.9988,688521.9878,321674.4931,514896.3241,33121.2335,55232.9898,2.72,5011524.0204,793553.7687,4936244.9467,697629.9469,1005676.9257,346223.6279,1843373.7894,125480.8039,2162473.4384,321849.3369,1.08,1.62,1.08,0.93,1.12
01/01/2020,5,4.75,13662,131704,3970.22,1534.23,1084.59,125114.76,2316256.37,535311.57,164351,140067,314165.690956136,51115.2,36610,9782.9,449444.84,268804.71,68424.42,1484500.12,4536779.84,26718.6,-324532.51,-6926.59,-75784.91,-1656343.81,1590455.686,687696.7868,134701.1914,322228.5296,1765972.8413,513572.4901,348339.2809,33206.9128,63428.6337,55866.6581,748139.19,12984159.08,2074066.41,12330309.75,665232.2551,51690.1991,622561.0674,102359.5458,10063.2032,925223.4309,83011.2547,1143411.774,245979.7351,53455.3132,687696.7867,322228.2674,513572.4901,33206.9127,55776.9468,2.68,4946513.9423,776669.2348,4838289.8767,677179.1334,946636.8448,336635.4115,1788046.9384,128540.2915,2211830.2828,311493.5318,1.1,1.59,1.09,0.92,1.13
02/01/2020,4.75,4.75,14234,130444,4149.02,1526.89,1079.67,123688.86,2346932.81,546027.98,122322,131392,308290.962956108,84539,36851,13386,452255.17,276215.01,66519.47,1505491.28,4586376.09,26646.38,-331771.34,-6815.36,-77463.98,-1686128.2,1600207.1516,690102.4538,134093.3822,324534.1335,1770057.708,515137.3808,358536.6829,33129.9367,64280.8759,56636.6859,806380.49,13253793.25,1530070.85,9870531.29,671100.0318,51889.0212,622767.2024,104529.6006,10163.6733,929107.1197,82204.5084,1147290.5061,254007.0825,54204.8036,690102.4538,324533.9856,515137.3809,33129.9367,56549.0849,2.98,4997949.0065,811030.9705,4839217.3964,707498.9949,980473.7106,337506.9171,1779545.9808,135741.2536,2237929.4494,337782.7998,1.08,1.57,1.08,0.85,1.11
03/01/2020,4.5,3.25,16367,120969,4083.25,1527.9,1080.38,114277.35,2381482.81,516957.09,143293,166004,295055.026,91390,35608,16135.5,452476.18,305960.86,64078.91,1648727.77,4764589.38,28178.08,-200256.25,-6821.96,-84542.9,-1838238.42,1646918.1704,692224.1718,135764.7655,326873.7446,1840577.5388,515249.7645,395009.2083,32581.3442,65019.2675,57022.0117,569660.85,13417010.55,1566658.35,11731281.56,693373.8288,53139.4526,645248.6159,113243.8104,10349.1619,953544.3421,82625.5437,1195328.8557,281765.3976,54706.8898,692224.1718,326873.5137,515249.8314,32581.3442,56985.227,2.96,5069080.4849,911234.4411,4885524.6679,821715.3737,1056596.3186,413245.9362,1804538.1253,148492.1829,2207946.1804,349496.322,1.07,1.56,1.03,0.85,1.08
04/01/2020,4.5,3.25,15157,127880,4321.08,1520.5,1075.15,120962.89,2441632.76,532747.09,158484,143486,267326.712,89263.7,31216,17526.7,435684.21,294588.12,59471.01,1576444.33,4635642.22,24564.47,-310335.29,-6734.08,-79174.19,-1753814.77,1613498.2652,686780.1541,134617.8272,327631.6713,1813510.67,506854.3935,379045.6479,31152.295,65059.3328,56926.7055,536124.03,11585774.34,806505.02,11695364.69,674832.9461,53170.7209,631050.3771,106081.9817,10159.8158,938665.319,81447.337,1182460.2276,272963.6662,54947.409,686780.1541,327631.441,506854.4593,31152.2949,56878.8135,2.67,5055700.4797,826097.0795,4875840.4395,739236.5231,1018498.6658,374878.7517,1809001.0455,138550.2205,2228200.8987,312668.1073,1.05,1.51,0.97,0.89,1.05
05/01/2020,4.5,3.25,14733,130544,4345.2,1522.12,1076.43,123600.29,2514821.99,597537.58,137187,157169,334806.525,66953.1,29880.4,12444.3,420253.92,281932.04,59471.01,1653528.84,4787411.25,24421.55,-183887.46,-6293.13,-74492.74,-1734148.24,1616350.1239,679815.6803,138482.9625,327410.9191,1803281.2767,498726.3268,375056.7782,30311.2355,63632.0292,57667.6583,548606.53,9895881.27,994856.94,7763115.08,674822.5396,54521.0856,633234.571,106307.103,9980.6477,941527.5843,83962.1067,1170046.6407,268749.6749,53702.0674,679815.6801,327410.6893,498726.3916,30311.2356,57616.972,2.19,5087427.52,843123.5335,4859486.2046,731248.7859,994978.4791,392262.2858,1853005.3997,140876.6161,2239443.7582,309984.6316,0.99,1.4,0.9,0.83,0.99
06/01/2020,4.25,3.25,14302,131718,4474.59,1537.96,1087.64,124618.17,2550971.99,614537.58,198152,189655,386206.449,67768,34918.5,18303.2,406562.29,267474.79,57088.93,1637724.85,4732922.08,20964.93,-300855.83,-6157.11,-77723.19,-1704630.76,1618484.9537,683097.5725,137929.1012,329015.7738,1772001.5888,494642.5497,369532.9495,29697.4166,64785.4732,56208.1942,565370.7,11495275.74,899582,10092891.79,667345.0818,54087.6475,626777.1847,102549.0892,9839.9013,951139.8719,83841.5328,1145224.3405,266983.8602,54992.453,683097.5725,329015.6947,494642.6135,29697.4166,56161.3135,1.96,5185887.3751,828568.5218,4845629.0643,709766.509,1056461.8005,375390.0665,1864557.4312,138559.207,2264868.2726,314619.2483,1.01,1.41,0.89,0.82,0.99
07/01/2020,4,3.25,14653,135077,4960.69,1568.08,1108.93,127439.52,2603585.68,633037.58,206979,169543,398553.635,87798.8,31703.4,14461.3,398310.16,264822.5,57428.42,1683270.19,4864633.95,18767.21,-191906.11,-6029.06,-71716.25,-1787012.59,1617711.9312,677906.6999,138868.9787,330817.2686,1758270.0326,491697.7187,373771.4039,29153.6269,65018.3636,56160.8233,602392.93,13106637.9,721060.31,9535723.41,671327.1199,54624.1265,628677.7974,106269.2011,9814.617,946384.811,84244.8521,1129592.1725,267502.2031,55242.1489,677906.6998,330817.2687,491697.7814,29153.6269,56122.4211,1.54,5207082.3671,850555.3675,4816074.2075,723302.6402,1040727.3094,370419.9821,1857217.5846,142648.8798,2309137.5972,337486.5056,0.97,1.35,0.84,0.8,0.94
08/01/2020,4,3.25,14554,137041,4980.28,1588.18,1118.08,129354.76,2741889.87,656020,217089,172830,473874.566,133013.5,25420.4,26450.3,391963.85,256177.06,57723.46,1765210.74,4946303.99,19479.01,-194228.11,-8132.24,-69539.48,-1808963.41,1615764.2773,678807.9596,140125.1197,331655.5797,1745482.0143,489658.0147,372521.8907,28634.8836,64667.4507,56150.8566,605369.1,12506816.3,973282.9,9811895.49,670453.1529,54920.9838,623796.3688,106012.3714,9894.8428,945311.1244,85207.0324,1121685.5838,266509.5194,54786.9181,678807.9596,331652.6834,489658.0763,28634.8835,56136.5465,1.32,5351418.5201,875967.8783,4802309.7665,721158.2809,1123401.7612,384963.0482,1883890.3188,150168.5108,2344126.5634,340836.3193,0.94,1.31,0.82,0.77,0.92
09/01/2020,4,3.25,14918,135153,4787.06,1568.59,1109.32,127688.19,2860679.31,656027.97,242612,170705,607955.349,100845.1,33900.8,33166.4,386300.75,249448.15,60709.46,1780692.49,4946776.42,21345.42,-331769.35,-6022.68,-80237.38,-1840329,1622361.3492,685726.9109,142234.4739,334286.0215,1748119.7732,489016.2245,361421.8693,28061.5628,64755.5522,56331.9736,633127.46,13350174.14,1167056.89,10414848.59,666558.8388,55693.0359,626601.5927,104396.4426,10147.7349,955802.5105,86542.0845,1121517.3161,257025.4265,54780.8532,685726.9109,334285.375,489017.0892,28061.5628,56158.9377,1.42,5483291.8324,900853.4961,4809601.1739,722714.5373,1194910.4616,408963.978,1920284.2704,150427.3846,2368097.2354,341462.1335,0.95,1.28,0.79,0.72,0.91
10/01/2020,4,3.25,14690,133663,4823.73,1579.68,1117.16,126142.16,2990602.85,680827.97,222994,161388,640395.992,64028.9,49270.1,16525.1,379902.36,241049.3,60225.77,1782220.95,4977349.96,22576.08,-317525.22,-5894.88,-75659.19,-1838542.59,1614660.3389,685518.2014,143797.592,335439.8085,1724700.0955,487270.6241,348029.1973,27246.8996,64874.9614,56181.5011,515873.13,13831304.37,1189954.27,9731069.05,649311.5084,56565.4296,619699.1477,104986.4698,10135.3193,965348.7564,87232.7818,1105000.7189,243042.7279,54780.1167,685518.2014,335439.1892,487270.9273,27246.8996,56141.0314,1.44,5483209.4834,884651.9628,4794803.4791,692915.7408,1151150.7484,384732.4195,1921498.4921,149971.5455,2410560.3602,349947.9978,0.88,1.27,0.77,0.76,0.86
11/01/2020,3.75,3.25,14128,133556,4499.9,1588.6,1123.5,126344.12,3070099.85,710278.49,415152,276428,658973.443,93168.7,38754.5,29629.9,375913.78,234956.58,56268.82,1799007.5,4998174.48,24016.08,-324152.25,-5175.73,-72803.07,-1816555.41,1609423.6021,686483.8885,147487.2517,338006.7096,1710675.9197,488439.2523,328650.7647,26468.4286,64915.4834,56738.3807,717123.81,14555212.4,1135792.1,11569731.04,644412.7809,59025.4744,619449.6133,100821.7616,10038.9642,965010.8214,88462.8122,1091226.1033,227829.0033,55107.2157,686483.8884,338005.6745,488439.4554,26468.4287,56507.7037,1.59,5536503.2181,869081.1797,4796784.433,660505.2481,1164668.8895,403360.6155,1967479.9441,152794.9795,2404354.5023,312925.5847,0.83,1.27,0.74,0.8,0.83
12/01/2020,3.75,3.25,14105,135897,4757.63,1605.32,1135.33,128398.38,3201229.85,725339.75,523856,350131,521151.138,104705.1,49644.3,18506.1,369758.11,231997.21,55071.34,1855692.57,5027026.92,23219.81,-345204.39,-5322.2,-73394.4,-1853413.46,1640654.9755,691248.9892,148189.2889,339916.4581,1726970.3107,489239.1677,301995.2785,26036.1753,64921.5061,56763.5644,1002716.67,15568881.5,1508120.85,12990432.66,654531.1906,60345.8525,633008.0163,88333.7217,10016.8195,986123.7847,87844.3446,1093962.0915,213661.5571,55142.178,691248.9892,339915.5502,489239.3708,26036.1754,56526.0727,1.68,5613304.4406,851798.3598,4828995.5403,656940.1747,1185034.3235,395001.7313,2044114.3821,151911.0938,2384155.8578,304885.5347,0.82,1.28,0.73,0.82,0.82
01/01/2021,3.75,3.25,14084,138005,4656.44,1603.52,1140.73,130604.19,3270952.63,752879.75,472372,410267,654339.425,69372.4,49420.4,18871.1,365722.52,224362.71,54850.75,1762295.708,4983837.7253,21274.214762,-331989.77676,-7102.2539603,-72964.281361,-1841572.6638,1614118.7285,687553.035,143619.2941,339792.6203,1692483.1341,488149.7674,289910.2768,25302.5818,64617.0907,57075.4942,989679.54,14510079.88,1796585.14,11788807.07,653794.3937,60133.2621,628396.1973,86044.1618,9978.6447,960324.3349,83487.2607,1064086.7394,203866.1154,54965.2752,687553.035,339791.3913,488149.9651,25302.5819,56748.6648,1.55,5512855.9077,849271.8253,4757264.828,645357.1954,1128087.2661,401479.6973,1996756.4357,146386.4068,2388012.3187,301405.7212,0.82,1.26,0.69,0.77,0.8
02/01/2021,3.5,3.25,14229,138787,4480.39,1612.38,1147.06,131547.52,3356453.5,771836.05,351919,296230,590919.935,100417.8,53332,14454.6,362794.26,219663.22,55255.12,1784763.2267,5012979.2018,20045.4775,-315102.80164,-5459.0653572,-69119.461151,-1835673.8046,1628333.6221,688939.6586,143672.7079,341852.969,1692926.189,487975.0952,290468.8033,24903.9645,65089.6016,57481.2181,889590.1,14540353.38,1583093.42,12000833.67,650764.0282,60641.9367,630381.6994,85304.2208,10094.9136,977568.4296,83033.0832,1062544.299,205164.5824,55340.056,688939.6585,341850.6571,487976.4501,24903.9644,57135.8498,1.38,5538333.3316,870857.5354,4769008.8071,652635.0218,1166042.3203,424902.4741,1982872.3416,148514.2584,2389418.7926,297440.8029,0.81,1.21,0.69,0.78,0.79
03/01/2021,3.5,3.25,14572,137095,4246.31,1579.21,1123.46,130146.33,3403204.35,801104.56,386117,262571,655845.311,83552.7,48105,17638.1,363704.43,219189.18,50424.45,1827391.1592,5049972.2275,18200.732177,-363003.39266,-5219.3362867,-71650.323996,-1816503.9313,1671816.9094,693772.2891,145341.212,344618.9817,1713296.6244,488411.8053,293772.8184,24284.475,65937.1158,57638.682,903285.79,17544639.26,2186834.92,14538873.44,660064.1505,60106.6401,632582.2373,85115.3346,10072.969,1011752.7591,85237.2793,1080714.3871,208657.4837,56229.2127,693772.2893,344616.274,488411.8054,24284.475,57273.6162,1.37,5619946.9345,936919.8396,4821550.1425,677340.7709,1226955.1542,477001.8815,2000268.223,153119.1912,2392723.7024,306798.7669,0.8,1.2,0.7,0.75,0.79
04/01/2021,3.5,3.25,14468,138799,4469.25,1602.45,1133.33,131593.53,3471172.24,815354.56,317816,198177,577659.611,55244.9,46783.5,14470.6,369758.11,231997.21,55071.34,1850950.9108,5095802.0679,17633.51555,-350247.25952,-5575.3624439,-73475.866363,-1832617.5604,1662357.8994,695649.5635,146481.2485,346195.2697,1702604.0827,491566.5473,290473.383,23995.2607,66621.4271,58177.6535,970807,17683456.84,2459386.7,14330967.41,648070.9256,60586.9031,630131.1196,84004.8767,10151.3632,1014286.9737,85898.3455,1072472.9632,206468.5063,56846.8715,695649.5635,346191.2698,491566.5472,23995.2607,57800.8461,1.42,5661670.9695,903698.9986,4824996.5576,659125.7782,1204758.3174,459777.2309,2052300.0464,144998.7983,2404612.7393,298922.9694,0.79,1.17,0.67,0.81,0.76
05/01/2021,3.5,3.25,14310,136398,4814.73,1608.7,1144.5,128830.08,3501722.24,747493.89,283957,186755,589364.539,85741,54577,17002.2,362712.29,222721.74,44283.08,1861766.9018,5124161.1613,18165.013265,-353648.10313,-6147.1760974,-74830.718639,-1851102.2866,1681301.8436,695549.9999,148930.8114,345983.7342,1711492.7785,492545.0019,294484.7543,23676.1187,66889.793,57803.4006,846269.62,16088528.59,2666452.67,12226443.06,648649.9977,61005.9797,626369.5041,85803.5926,10126.0255,1032651.8455,87926.6338,1085123.2745,208681.1621,57157.5866,695549.9999,345981.9318,492545.0019,23676.1187,57409.5817,1.68,5702468.1384,894986.1712,4851642.921,667015.3151,1209225.3735,439314.1931,2079392.4069,147525.8938,2413850.4931,308146.0843,0.79,1.13,0.66,0.79,0.76
06/01/2021,3.5,3.25,14496,137093,4437.55,1590.17,1131.31,129933.49,3553242.84,773278.03,438843,254923,528396.315,146175.7,54945,23152.8,361597.19,223171.8,45220.98,1915429.3274,5198174.8207,16457.270521,-356588.57135,-5576.1944199,-77527.079094,-1873386.9216,1716768.6393,701021.0019,150966.1151,347553.7755,1729156.7655,494396.4123,291140.5641,23619.7893,67267.7163,57986.9324,1246156.26,17485519.27,1696750.88,14968991.34,662772.2029,61036.6614,635536.3082,79828.7466,10138.6803,1053996.4371,89929.4539,1093620.4573,211311.8178,57520.2555,701021.0019,347553.7756,494396.4123,23619.7894,57595.7131,1.33,5812029.1527,921838.8546,4901490.6,678387.1122,1273103.5908,465872.7825,2113391.0545,148821.1882,2425534.676,307144.8839,0.81,1.08,0.67,0.83,0.77
07/01/2021,3.5,3.25,14491,137343,4621.41,1590.95,1131.87,129998.66,3525734.88,809628.03,372062,241219,576391.087,125555.3,54048,20119.8,359056.14,218067.65,45854.24,1933291.4685,5210209.669,17059.195204,-341983.24674,-5362.8736853,-69836.741433,-1896213.8295,1708131.3368,702430.9785,150454.207,347749.9789,1719023.5905,493115.6571,292290.2625,23018.0721,67312.1823,58055.9209,981125.06,18330241.16,2310915.04,13564229.06,662244.6378,61361.6419,634228.8348,78633.1875,10125.6344,1045886.6991,89092.565,1084794.756,213657.075,57525.2409,702430.9785,347749.9789,493115.657,23018.0721,57717.2276,1.52,5804540.2474,915298.7549,4884494.3868,677087.7997,1261072.4859,463847.3571,2117399.1033,151402.6204,2426068.8239,300048.7774,0.74,1.07,0.63,0.85,0.72
08/01/2021,3.5,3.25,14374,144784,4585.07,7923.56,1127.99,131147.57,3591234.88,824532.94,466052,275006,552406.176,142401.3,55288,18503.5,358782.79,214965.88,45971.03,1938389.629,5252508.4075,20602.683295,-358184.66556,-5640.2635672,-65495.346146,-1901788.0037,1717804.4724,706042.8554,152295.5995,348890.3978,1726335.7392,494561.3493,287994.2456,22764.2387,67615.6636,58183.3637,999811.55,20547153.87,2503933.86,14668572.9,662091.8695,61262.5739,637693.6745,78884.3333,10308.3918,1055712.603,91034.3842,1088642.0646,209109.9124,57698.1241,706042.8553,348889.0391,494561.3493,22764.2386,57792.5112,1.59,5861045.9771,936448.8767,4908148.4179,674339.5075,1286453.5385,484315.3998,2139211.8645,152311.1342,2435380.737,299822.3427,0.75,1.06,0.63,0.92,0.73
09/01/2021,3.5,3.25,14307,146870,4377.55,7873.1,1120.81,133498.53,3639359.4,865483.57,488726,276621,544838.175,129042.9,55957,19678.2,359086.88,215865.19,44579.98,1968434.3709,5311397.6072,21088.657696,-364974.37091,-4538.3359956,-65327.95702,-2001534.005,1733144.5744,710894.2781,156051.7433,351284.1654,1760013.8445,497561.7428,289342.4336,22846.6528,67715.7491,58884.5797,913487.33,19878819.32,1175021.67,14412017.17,659972.2264,61004.0963,649037.989,82763.3246,10427.0373,1073172.348,95047.6466,1110975.8555,206579.109,57711.3514,710894.2781,351284.1655,497561.7428,22846.6529,58461.9401,1.6,5919048.7508,975178.6354,4965723.8963,682015.8673,1324013.251,500088.3626,2153194.2571,160778.0649,2441841.404,314312.2079,0.7,1.07,0.62,0.95,0.7
